Time [us], A0, A1
31924364,263,400
31927140,265,400
31929916,263,400
31932676,264,400
31935444,265,393
31938228,266,392
31941012,265,400
31943780,264,401
31946548,264,401
31949324,264,400
31952100,264,393
31954868,264,392
31957648,263,400
31960420,263,401
31963192,265,401
31965972,263,400
31968740,264,392
31971500,264,387
31974260,265,396
31977036,264,403
31979796,263,407
31982564,263,401
31985340,264,392
31988116,262,394
31990892,264,407
31993660,264,417
31996436,263,415
31999212,264,403
32001988,266,371
32004756,263,349
32007524,264,353
32010308,263,372
32013076,265,409
32015836,263,433
32018608,264,422
32021380,265,410
32024148,263,409
32026924,263,404
32029692,264,398
32032468,266,398
32035244,266,395
32038012,264,397
32040780,265,425
32043548,265,425
32046316,265,415
32049084,264,413
32051860,264,406
32054632,263,408
32057392,264,419
32060164,265,424
32062940,263,422
32065708,265,416
32068476,266,406
32071252,264,401
32074028,265,402
32076796,264,398
32079572,265,400
32082348,266,398
32085108,265,391
32087876,265,390
32090648,263,399
32093420,265,398
32096196,264,399
32098964,263,407
32101740,265,403
32104516,266,403
32107284,263,411
32110060,266,411
32112828,264,414
32115592,264,415
32118356,264,406
32121132,262,404
32123900,265,412
32126676,265,415
32129452,265,416
32132212,264,413
32134980,264,404
32137756,266,404
32140516,265,413
32143284,265,412
32146060,265,408
32148836,263,406
32151616,265,399
32154388,263,396
32157164,264,404
32159932,264,406
32162692,264,410
32165460,267,411
32168236,265,406
32170996,266,404
32173772,264,410
32176548,264,413
32179316,264,412
32182084,263,409
32184852,264,401
32187624,262,400
32190388,265,409
32193164,265,413
32195940,264,414
32198712,264,412
32201476,262,403
32204244,264,399
32206996,263,404
32209756,265,404
32212524,265,447
32215300,264,457
32218068,263,415
32220844,265,391
32223616,263,398
32226380,265,381
32229148,266,404
32231924,264,414
32234692,265,385
32237452,266,383
32240228,264,397
32243004,264,398
32245780,264,393
32248548,264,391
32251324,267,388
32254100,263,384
32256868,264,384
32259640,266,383
32262404,264,379
32265172,264,378
32267948,263,371
32270716,264,368
32273484,263,374
32276260,264,376
32279044,264,378
32281812,264,376
32284572,265,370
32287340,264,367
32290116,265,369
32292888,265,375
32295660,263,378
32298428,265,378
32301196,265,373
32303972,264,373
32306748,264,380
32309508,265,384
32312284,263,383
32315060,264,383
32317828,263,375
32320584,265,371
32323356,265,377
32326124,264,381
32328900,263,380
32331668,264,380
32334436,266,372
32337212,264,361
32339996,265,366
32342772,263,373
32345540,265,371
32348316,265,366
32351084,264,357
32353868,264,352
32356632,263,353
32359404,263,356
32362180,266,356
32364956,265,355
32367724,265,351
32370492,266,347
32373268,264,350
32376036,264,352
32378804,264,354
32381572,264,361
32384356,267,359
32387136,277,355
32389908,264,357
32392684,265,361
32395452,264,360
32398220,263,357
32400996,258,347
32403772,264,342
32406548,264,344
32409308,265,345
32412084,264,343
32414852,265,342
32417624,265,337
32420396,267,335
32423164,263,338
32425932,265,342
32428700,265,341
32431476,265,343
32434248,265,341
32437020,264,338
32439788,265,345
32442556,264,345
32445324,264,345
32448092,264,347
32450860,263,342
32453624,264,339
32456396,264,342
32459164,263,346
32461932,265,344
32464700,262,343
32467460,261,338
32470228,265,335
32472996,264,342
32475764,263,348
32478532,264,343
32481296,265,341
32484068,265,336
32486836,263,334
32489608,264,336
32492372,264,339
32495148,264,336
32497916,265,335
32500676,264,329
32503436,261,324
32506212,264,324
32508996,265,326
32511756,265,323
32514516,264,320
32517276,265,314
32520044,262,309
32522820,266,309
32525592,265,313
32528356,265,313
32531132,263,314
32533908,268,310
32536676,265,307
32539444,265,309
32542212,264,315
32544980,265,316
32547740,263,314
32550516,264,311
32553292,265,308
32556068,264,310
32558836,263,315
32561608,265,314
32564380,264,310
32567148,266,304
32569924,265,302
32572692,264,308
32575460,264,304
32578244,265,302
32581020,264,297
32583780,265,293
32586548,267,291
32589324,266,294
32592100,265,301
32594868,265,304
32597648,265,304
32600428,264,302
32603204,264,297
32605972,265,300
32608748,264,310
32611516,262,314
32614284,265,320
32617060,265,326
32619836,263,317
32622616,264,323
32625380,264,333
32628156,263,284
32630932,264,257
32633708,263,299
32636476,265,311
32639252,264,316
32642028,265,313
32644804,265,318
32647572,263,320
32650340,265,322
32653108,265,319
32655892,265,317
32658664,264,325
32661428,264,329
32664212,265,334
32666988,265,330
32669760,265,325
32672524,267,321
32675300,264,327
32678076,263,326
32680844,264,319
32683628,263,313
32686404,270,301
32689180,265,298
32691948,264,307
32694716,263,312
32697492,265,320
32700260,264,321
32703036,264,314
32705812,262,320
32708580,265,331
32711356,265,339
32714132,262,344
32716900,263,337
32719664,265,331
32722436,265,327
32725212,265,337
32727980,264,345
32730756,263,353
32733532,265,353
32736312,261,348
32739084,263,353
32741860,264,361
32744640,263,345
32747412,263,350
32750188,264,350
32752972,263,340
32755740,264,336
32758508,264,338
32761292,264,336
32764060,265,281
32766828,263,236
32769608,264,249
32772364,264,303
32775132,264,348
32777908,264,371
32780676,262,348
32783444,263,311
32786212,265,295
32788988,265,300
32791756,264,317
32794524,265,345
32797292,264,355
32800068,264,349
32802832,266,350
32805600,258,352
32808364,264,352
32811132,265,344
32813900,264,338
32816668,264,334
32819428,265,328
32822196,264,329
32824972,267,337
32827748,265,341
32830520,265,344
32833292,266,346
32836068,264,343
32838828,265,346
32841600,266,351
32844372,264,346
32847148,265,273
32849916,265,261
32852684,264,275
32855460,263,302
32858236,264,328
32861004,265,335
32863780,263,335
32866548,264,334
32869316,265,331
32872092,266,337
32874860,265,354
32877640,264,343
32880404,265,335
32883180,265,340
32885948,263,344
32888708,265,347
32891476,266,353
32894252,265,352
32897020,264,348
32899788,264,340
32902556,265,329
32905316,264,323
32908084,264,324
32910860,264,321
32913632,263,325
32916396,265,320
32919172,265,315
32921948,259,316
32924720,265,323
32927476,266,327
32930244,265,330
32933004,268,332
32935780,260,327
32938548,265,330
32941316,265,341
32944084,264,348
32946860,264,348
32949640,265,343
32952404,263,332
32955172,264,330
32957948,264,333
32960716,264,332
32963484,263,330
32966252,265,330
32969028,263,324
32971796,264,322
32974556,265,326
32977332,264,327
32980100,266,326
32982860,264,324
32985632,263,333
32988396,259,352
32991172,264,373
32993948,264,373
32996716,264,360
32999492,264,346
33002252,263,346
33005028,264,358
33007788,263,374
33010548,264,375
33013316,264,370
33016092,265,366
33018860,265,354
33021640,261,344
33024412,265,340
33027180,264,332
33029956,266,327
33032724,264,323
33035484,264,318
33038252,263,315
33041028,264,327
33043796,266,348
33046564,264,353
33049332,263,346
33052100,264,336
33054860,257,340
33057632,265,350
33060404,262,385
33063172,265,401
33065940,265,374
33068716,265,333
33071484,264,312
33074252,262,317
33077028,264,318
33079796,264,323
33082556,266,322
33085332,264,313
33088108,263,316
33090876,265,321
33093656,265,320
33096412,266,310
33099180,265,303
33101956,264,309
33104716,262,320
33107484,265,336
33110260,266,342
33113028,265,337
33115796,265,337
33118572,267,333
33121348,264,332
33124116,265,340
33126884,264,342
33129648,264,342
33132412,266,338
33135188,264,331
33137964,264,325
33140732,265,329
33143508,264,335
33146284,263,339
33149052,266,345
33151820,264,344
33154588,260,334
33157348,265,331
33160124,265,329
33162900,264,332
33165676,264,333
33168452,265,322
33171220,266,319
33173996,264,326
33176764,264,328
33179532,265,329
33182308,264,333
33185084,264,326
33187860,265,327
33190624,262,335
33193396,263,338
33196156,265,340
33198924,265,342
33201692,265,334
33204452,264,331
33207220,264,339
33209996,264,342
33212772,267,341
33215528,265,341
33218292,265,333
33221068,265,332
33223828,264,337
33226596,265,338
33229372,265,340
33232140,264,340
33234908,262,333
33237676,265,329
33240444,264,331
33243212,264,332
33245980,264,329
33248748,267,329
33251516,262,322
33254284,257,321
33257060,265,329
33259828,265,333
33262604,264,335
33265372,264,336
33268140,264,331
33270908,266,331
33273672,264,338
33276436,264,340
33279204,265,340
33281972,265,340
33284740,265,335
33287508,265,334
33290280,264,341
33293052,265,344
33295820,264,358
33298588,264,345
33301348,265,336
33304124,265,333
33306884,264,335
33309656,263,334
33312428,265,329
33315204,262,324
33317972,264,317
33320732,264,318
33323500,264,328
33326268,264,333
33329036,263,335
33331796,265,336
33334548,265,331
33337316,266,329
33340092,264,334
33342868,263,337
33345640,264,337
33348404,264,337
33351180,263,332
33353948,265,330
33356716,264,334
33359484,265,337
33362252,264,338
33365024,265,338
33367796,266,333
33370564,265,337
33373332,265,339
33376100,264,341
33378868,264,341
33381632,263,341
33384396,265,335
33387172,265,333
33389940,264,335
33392712,265,339
33395476,265,337
33398252,263,337
33401028,264,329
33403796,257,326
33406564,264,330
33409340,262,335
33412120,265,336
33414884,264,335
33417656,266,333
33420420,262,332
33423188,265,337
33425964,264,336
33428724,265,337
33431484,266,336
33434260,265,332
33437036,264,329
33439804,262,332
33442564,265,334
33445332,264,336
33448092,263,336
33450852,265,330
33453624,264,328
33456388,264,332
33459156,265,336
33461932,267,337
33464708,265,336
33467464,263,331
33470236,264,329
33473020,264,331
33475788,263,336
33478556,265,339
33481332,265,336
33484100,265,332
33486864,265,328
33489632,262,333
33492404,263,337
33495172,264,338
33497932,266,336
33500708,261,333
33503476,264,331
33506252,265,335
33509020,264,340
33511788,265,341
33514564,263,339
33517332,265,334
33520108,263,330
33522876,264,331
33525640,265,334
33528420,264,331
33531188,264,331
33533960,263,330
33536732,270,328
33539500,264,330
33542268,264,334
33545036,264,335
33547804,264,336
33550572,264,329
33553340,261,324
33556116,267,327
33558892,264,333
33561672,265,334
33564436,265,333
33567212,265,333
33569980,269,332
33572740,265,335
33575516,265,339
33578292,263,338
33581072,265,338
33583836,265,333
33586608,263,332
33589380,264,334
33592148,267,338
33594916,264,338
33597684,264,338
33600452,264,333
33603228,276,330
33606004,263,333
33608768,265,336
33611540,265,337
33614316,263,336
33617084,265,333
33619852,263,329
33622616,264,332
33625388,265,336
33628148,266,335
33630916,263,335
33633684,265,331
33636444,264,329
33639212,265,331
33641988,264,337
33644756,265,337
33647516,265,337
33650292,265,333
33653060,264,330
33655836,264,332
33658596,264,336
33661372,264,337
33664140,264,336
33666908,264,333
33669680,264,329
33672444,266,332
33675212,265,337
33677988,266,337
33680764,263,337
33683532,263,334
33686300,263,330
33689076,265,332
33691844,263,337
33694604,262,337
33697380,264,337
33700156,264,334
33702928,264,330
33705700,264,332
33708468,264,337
33711236,263,337
33714004,264,339
33716772,263,333
33719540,264,330
33722308,263,331
33725084,265,337
33727860,264,337
33730640,264,337
33733404,266,335
33736172,263,330
33738948,262,332
33741708,265,338
33744484,263,337
33747260,262,337
33750044,265,334
33752812,262,331
33755580,263,332
33758356,264,338
33761124,263,338
33763900,264,338
33766672,265,335
33769436,266,331
33772204,265,332
33774972,262,338
33777740,264,338
33780508,265,338
33783284,265,335
33786052,263,331
33788820,264,332
33791588,263,338
33794364,264,338
33797140,263,338
33799900,263,335
33802680,265,331
33805436,260,332
33808204,264,338
33810980,264,338
33813748,263,338
33816516,263,339
33819292,263,334
33822068,263,334
33824836,263,339
33827596,262,340
33830372,264,338
33833148,264,335
33835916,266,335
33838692,262,334
33841460,265,337
33844236,264,334
33847004,264,335
33849772,265,334
33852540,264,330
33855308,262,332
33858084,265,338
33860844,264,339
33863616,265,339
33866388,263,337
33869164,265,332
33871936,265,333
33874700,264,339
33877468,265,340
33880236,263,340
33883004,268,338
33885780,264,333
33888556,264,333
33891340,264,339
33894116,263,339
33896892,264,339
33899664,267,337
33902428,264,332
33905204,264,332
33907972,265,338
33910740,265,338
33913516,264,339
33916292,266,337
33919052,264,333
33921820,264,333
33924588,265,339
33927364,265,337
33930132,265,333
33932908,264,336
33935680,262,334
33938452,264,334
33941212,264,339
33943988,264,339
33946756,265,339
33949516,264,338
33952292,266,332
33955060,265,332
33957820,266,340
33960588,264,340
33963364,265,340
33966148,266,339
33968916,263,333
33971692,264,333
33974460,263,339
33977236,265,339
33980012,263,339
33982780,263,338
33985556,263,332
33988324,265,333
33991100,265,339
33993868,264,339
33996640,265,339
33999412,264,338
34002188,264,332
34004956,263,333
34007732,264,339
34010500,267,339
34013268,263,339
34016036,264,338
34018804,264,333
34021564,264,333
34024340,262,339
34027116,265,339
34029884,264,339
34032648,264,341
34035404,264,334
34038172,263,334
34040940,263,341
34043708,264,343
34046484,263,342
34049260,264,341
34052020,263,337
34054796,263,337
34057564,264,341
34060340,267,342
34063108,264,338
34065876,264,338
34068640,264,330
34071404,265,334
34074188,264,336
34076956,264,335
34079716,265,335
34082484,262,333
34085260,267,329
34088036,264,329
34090796,265,337
34093572,264,338
34096340,263,338
34099116,264,339
34101884,263,333
34104656,264,332
34107416,265,338
34110188,265,339
34112956,264,339
34115716,264,339
34118484,265,333
34121260,264,336
34124036,264,339
34126796,263,339
34129564,264,339
34132332,265,338
34135108,263,333
34137868,265,332
34140648,262,339
34143420,263,338
34146188,264,338
34148964,263,337
34151732,264,331
34154492,264,331
34157268,263,337
34160044,264,338
34162804,264,337
34165572,264,338
34168348,265,332
34171116,265,331
34173876,265,338
34176656,265,339
34179428,265,340
34182204,265,339
34184972,259,333
34187740,264,332
34190508,264,338
34193276,265,338
34196052,264,338
34198820,264,338
34201580,265,332
34204356,265,331
34207132,264,337
34209900,265,338
34212664,266,338
34215436,263,338
34218212,265,332
34220988,263,331
34223764,265,337
34226532,264,338
34229308,264,338
34232076,264,338
34234852,265,331
34237632,263,331
34240404,264,337
34243180,264,338
34245956,264,338
34248728,265,338
34251500,273,332
34254276,265,331
34257044,264,337
34259812,264,338
34262580,264,338
34265356,262,338
34268132,265,332
34270900,264,331
34273672,263,337
34276444,265,338
34279220,264,338
34281988,264,338
34284756,264,332
34287516,266,331
34290292,264,337
34293076,265,338
34295848,265,338
34298616,264,338
34301388,264,332
34304156,264,331
34306924,264,336
34309700,267,338
34312468,264,338
34315236,264,338
34318004,265,332
34320780,265,331
34323548,265,337
34326316,265,337
34329092,264,338
34331852,264,338
34334612,266,332
34337388,265,331
34340164,262,336
34342936,265,338
34345692,263,338
34348468,263,338
34351236,265,333
34354004,266,331
34356780,265,336
34359548,265,338
34362324,263,338
34365100,265,338
34367868,267,332
34370640,266,331
34373404,264,336
34376180,264,337
34378948,265,336
34381716,265,339
34384492,265,332
34387268,261,331
34390024,266,336
34392788,265,338
34395556,266,338
34398324,266,338
34401092,264,332
34403860,260,331
34406612,266,336
34409380,264,338
34412156,264,338
34414932,265,338
