seconds, T0, T1, T2, T3, T4, T5, BAT, 
368.677, 25.093, 26.446, 25.889, 26.048, 25.571, 25.013, 4.1763, 
368.685, 25.332, 26.287, 26.048, 26.048, 26.128, 25.013, 4.1731, 
368.693, 25.173, 26.446, 26.128, 26.048, 26.048, 25.332, 4.1874, 
368.702, 25.252, 26.366, 25.809, 25.969, 25.809, 25.252, 4.1747, 
368.710, 25.013, 26.287, 25.889, 25.889, 25.889, 25.173, 4.1843, 
368.718, 25.093, 26.366, 25.889, 25.889, 25.889, 25.013, 4.1827, 
368.732, 24.934, 26.526, 25.969, 25.969, 25.730, 25.173, 4.1747, 
368.741, 25.013, 26.526, 25.969, 25.889, 25.730, 25.013, 4.1827, 
368.749, 25.093, 26.685, 26.048, 25.969, 25.730, 25.093, 4.1779, 
368.757, 25.093, 26.287, 25.730, 25.809, 26.048, 25.173, 4.1779, 
368.766, 25.013, 26.287, 25.809, 25.889, 25.809, 24.934, 4.1763, 
368.774, 24.934, 26.526, 25.809, 26.207, 25.809, 25.173, 4.1827, 
368.782, 25.491, 26.685, 25.730, 26.048, 25.969, 25.252, 4.1779, 
368.791, 25.093, 26.287, 25.889, 25.809, 25.969, 25.173, 4.1747, 
368.805, 24.934, 26.446, 25.730, 25.889, 25.969, 25.571, 4.1763, 
368.813, 25.013, 27.083, 25.969, 26.526, 25.809, 25.252, 4.1747, 
368.822, 24.934, 26.685, 26.048, 25.969, 25.571, 25.173, 4.1747, 
368.830, 24.854, 26.446, 25.809, 26.128, 25.809, 25.173, 4.1795, 
368.838, 25.013, 26.526, 26.287, 26.048, 25.730, 25.093, 4.1827, 
368.847, 25.332, 26.446, 25.889, 26.287, 26.128, 24.934, 4.1827, 
368.855, 25.093, 26.526, 25.889, 26.048, 25.889, 25.013, 4.1811, 
368.869, 24.854, 26.287, 25.809, 26.048, 25.889, 25.093, 4.1747, 
368.877, 24.934, 26.366, 25.889, 26.048, 25.809, 25.093, 4.1811, 
368.886, 25.093, 26.366, 25.969, 25.889, 25.809, 25.173, 4.1827, 
368.894, 24.934, 26.446, 25.889, 26.207, 25.650, 25.411, 4.1779, 
368.902, 25.252, 26.526, 26.128, 25.889, 25.889, 25.411, 4.1779, 
368.911, 25.093, 26.685, 25.969, 26.128, 25.809, 25.411, 4.1747, 
368.919, 25.093, 26.366, 25.889, 26.128, 25.809, 25.093, 4.1779, 
368.927, 25.093, 26.605, 25.730, 25.969, 26.048, 25.173, 4.1779, 
368.941, 24.934, 26.207, 26.048, 26.446, 25.889, 25.013, 4.1827, 
368.950, 25.093, 26.207, 25.969, 26.207, 25.730, 25.252, 4.1843, 
368.958, 25.013, 26.366, 25.730, 26.207, 25.730, 25.093, 4.1795, 
368.966, 24.854, 26.685, 25.809, 26.048, 25.969, 25.173, 4.1747, 
368.975, 24.934, 26.446, 26.048, 25.969, 25.809, 25.252, 4.1763, 
368.983, 25.013, 26.526, 25.889, 25.809, 25.809, 25.252, 4.1779, 
368.991, 25.252, 26.446, 25.969, 25.969, 25.889, 25.093, 4.1779, 
369.000, 25.252, 26.526, 25.969, 26.207, 25.809, 25.093, 4.1763, 
369.014, 24.934, 26.605, 25.809, 26.128, 25.730, 25.093, 4.1747, 
369.022, 25.093, 26.446, 25.889, 25.809, 25.730, 25.093, 4.1795, 
369.030, 25.013, 26.605, 25.889, 26.048, 25.969, 24.934, 4.1731, 
369.039, 25.013, 26.366, 26.128, 26.526, 25.730, 25.571, 4.1795, 
369.047, 25.093, 26.446, 26.128, 25.889, 25.571, 25.173, 4.1843, 
369.055, 25.093, 26.526, 25.969, 25.889, 25.809, 25.332, 4.1779, 
369.064, 25.173, 26.844, 26.048, 26.048, 25.809, 25.093, 4.1795, 
369.077, 24.934, 26.366, 25.809, 25.730, 25.969, 25.093, 4.1795, 
369.086, 25.013, 26.685, 25.809, 26.128, 25.730, 25.411, 4.1779, 
369.094, 24.854, 26.685, 25.809, 25.969, 25.889, 25.013, 4.1795, 
369.120, 24.854, 26.446, 25.889, 26.128, 25.730, 25.332, 4.1763, 
369.133, 25.173, 26.526, 25.969, 26.366, 25.889, 25.013, 4.1779, 
369.141, 25.093, 26.446, 25.969, 25.969, 25.571, 25.173, 4.1795, 
369.149, 25.013, 26.685, 25.969, 25.809, 25.650, 25.173, 4.1763, 
369.158, 25.013, 26.366, 25.969, 26.048, 25.650, 25.093, 4.1779, 
369.172, 25.013, 26.128, 26.207, 25.889, 25.809, 25.332, 4.1795, 
369.180, 24.854, 26.526, 25.889, 25.889, 25.809, 25.252, 4.1795, 
369.188, 25.013, 26.446, 25.969, 26.048, 25.650, 25.093, 4.1811, 
369.197, 25.013, 26.366, 25.969, 26.207, 25.809, 24.934, 4.1763, 
369.205, 24.934, 26.366, 25.889, 26.048, 26.128, 25.013, 4.1779, 
369.213, 24.934, 26.526, 26.128, 25.969, 25.809, 25.013, 4.1779, 
369.222, 24.775, 26.526, 25.889, 25.889, 25.650, 25.173, 4.1795, 
369.230, 25.252, 26.366, 25.730, 25.889, 25.491, 25.013, 4.1811, 
369.246, 25.173, 26.446, 25.969, 26.128, 25.730, 25.332, 4.1763, 
369.254, 25.173, 26.366, 25.730, 26.048, 25.809, 25.013, 4.1779, 
369.262, 25.252, 26.287, 25.809, 26.207, 25.889, 25.093, 4.1811, 
369.271, 25.013, 26.366, 25.889, 25.809, 25.730, 25.093, 4.1795, 
369.279, 25.093, 26.287, 25.889, 26.048, 25.650, 25.173, 4.1859, 
369.287, 25.252, 26.526, 25.969, 26.366, 25.809, 25.093, 4.1747, 
369.296, 25.252, 26.446, 25.809, 26.128, 25.571, 24.934, 4.1827, 
369.310, 25.013, 26.605, 25.809, 25.809, 25.809, 25.252, 4.1763, 
369.318, 24.934, 26.526, 25.730, 25.969, 25.889, 25.173, 4.1779, 
369.326, 25.173, 26.207, 26.128, 25.969, 25.730, 25.093, 4.1747, 
369.335, 25.013, 26.287, 26.048, 26.048, 26.128, 25.332, 4.1731, 
369.343, 25.013, 26.526, 25.889, 26.048, 25.650, 25.173, 4.1811, 
369.351, 25.013, 26.526, 25.730, 25.650, 25.650, 24.934, 4.1795, 
369.360, 25.013, 26.446, 25.809, 25.969, 25.969, 25.252, 4.1779, 
369.368, 25.173, 26.685, 25.809, 26.128, 25.650, 25.332, 4.1763, 
369.382, 25.571, 26.605, 25.969, 26.048, 25.809, 25.491, 4.1731, 
369.390, 25.013, 26.287, 25.969, 26.048, 25.969, 25.093, 4.1747, 
369.399, 25.491, 26.605, 25.969, 26.048, 25.730, 25.252, 4.1827, 
369.407, 24.934, 26.526, 25.889, 26.128, 26.048, 25.332, 4.1779, 
369.415, 25.013, 26.685, 25.809, 25.969, 25.730, 25.013, 4.1747, 
369.424, 25.252, 26.446, 25.969, 26.048, 25.650, 25.252, 4.1731, 
369.432, 25.013, 26.764, 25.809, 25.969, 25.730, 25.093, 4.1811, 
369.440, 25.173, 26.685, 26.048, 25.889, 25.650, 24.934, 4.1731, 
369.454, 24.934, 26.605, 25.969, 26.128, 25.730, 25.013, 4.1747, 
369.463, 25.173, 26.526, 26.048, 25.969, 25.809, 25.093, 4.1763, 
369.471, 24.934, 26.526, 25.889, 25.809, 25.730, 25.173, 4.1763, 
369.479, 25.013, 26.366, 25.571, 25.889, 25.889, 25.491, 4.1731, 
369.488, 24.934, 26.207, 25.969, 26.128, 25.809, 25.093, 4.1715, 
369.496, 24.854, 27.083, 26.048, 26.207, 25.889, 25.013, 4.1747, 
369.505, 24.934, 26.526, 25.809, 25.889, 25.730, 25.252, 4.1779, 
369.519, 25.013, 26.526, 25.809, 25.969, 26.207, 24.934, 4.1763, 
369.527, 25.093, 26.366, 25.889, 26.048, 25.571, 25.093, 4.1763, 
369.535, 24.775, 26.287, 25.809, 25.969, 25.650, 25.173, 4.1779, 
369.544, 25.013, 26.526, 26.207, 25.969, 25.889, 25.093, 4.1731, 
369.552, 25.252, 26.526, 26.048, 26.287, 25.809, 25.093, 4.1779, 
369.560, 25.093, 26.366, 26.526, 26.128, 25.969, 25.093, 4.1731, 
369.569, 25.013, 26.287, 25.809, 25.809, 26.128, 25.173, 4.1779, 
369.577, 24.934, 26.526, 25.809, 26.287, 25.730, 25.093, 4.1795, 
369.591, 25.013, 26.446, 26.048, 25.730, 25.809, 25.332, 4.1795, 
369.599, 25.252, 26.526, 26.048, 25.969, 26.128, 25.252, 4.1715, 
369.608, 25.093, 26.526, 25.969, 26.128, 25.889, 25.173, 4.1747, 
369.616, 25.013, 26.446, 25.969, 25.809, 25.730, 25.411, 4.1795, 
369.624, 25.173, 26.446, 26.048, 25.889, 25.809, 25.093, 4.1779, 
369.633, 24.854, 26.526, 25.969, 26.128, 25.809, 25.093, 4.1779, 
369.641, 25.093, 26.526, 25.889, 25.889, 25.650, 25.252, 4.1779, 
369.655, 24.775, 26.287, 25.889, 25.969, 25.491, 25.411, 4.1795, 
369.663, 24.934, 26.366, 25.809, 26.287, 25.809, 25.013, 4.1763, 
369.672, 24.934, 26.605, 25.650, 26.128, 25.491, 25.093, 4.1811, 
369.680, 25.252, 26.446, 25.969, 26.048, 26.287, 24.934, 4.1811, 
369.688, 25.491, 26.048, 25.969, 26.048, 25.809, 25.013, 4.1779, 
369.697, 25.013, 26.526, 25.809, 26.048, 25.809, 25.013, 4.1763, 
369.705, 25.252, 26.685, 26.048, 25.809, 25.650, 25.173, 4.1795, 
369.713, 25.093, 26.366, 26.128, 26.128, 25.889, 25.093, 4.1811, 
369.727, 25.013, 26.526, 25.889, 25.969, 25.650, 25.173, 4.1763, 
369.736, 25.093, 26.287, 26.048, 26.605, 25.809, 25.252, 4.1827, 
369.744, 25.173, 26.287, 25.889, 26.128, 25.730, 25.013, 4.1731, 
369.753, 25.013, 26.366, 25.809, 26.048, 25.730, 25.173, 4.1811, 
369.761, 24.854, 26.605, 26.048, 25.969, 25.571, 25.252, 4.1795, 
369.769, 24.934, 26.685, 26.048, 25.730, 25.730, 25.013, 4.1731, 
369.778, 24.854, 26.366, 25.969, 26.128, 25.969, 24.854, 4.1811, 
369.786, 24.934, 26.446, 25.889, 25.969, 25.730, 25.093, 4.1779, 
369.800, 25.173, 26.526, 26.128, 25.730, 25.650, 25.013, 4.1795, 
369.808, 25.332, 26.366, 26.048, 25.889, 25.889, 25.252, 4.1779, 
369.817, 25.013, 26.526, 25.889, 25.969, 25.491, 25.252, 4.1747, 
369.825, 25.093, 26.526, 25.969, 25.969, 25.889, 25.093, 4.1779, 
369.833, 25.173, 26.207, 25.571, 25.969, 25.969, 25.093, 4.1747, 
369.842, 25.332, 26.366, 25.889, 26.128, 25.969, 25.013, 4.1779, 
369.850, 25.093, 26.446, 25.650, 25.969, 25.571, 25.173, 4.1811, 
369.864, 24.934, 26.685, 25.889, 26.048, 25.730, 25.093, 4.1779, 
369.872, 25.093, 26.526, 26.207, 26.128, 25.650, 25.252, 4.1731, 
369.880, 25.173, 26.366, 25.889, 25.730, 25.889, 25.252, 4.1874, 
369.889, 25.252, 26.605, 25.730, 25.730, 25.889, 25.252, 4.1763, 
369.897, 24.854, 26.526, 26.048, 26.287, 25.889, 25.013, 4.1795, 
369.905, 25.252, 26.446, 25.969, 25.969, 25.809, 25.252, 4.1747, 
369.914, 25.173, 26.446, 25.889, 26.048, 25.809, 25.013, 4.1779, 
369.922, 25.013, 26.764, 25.969, 26.048, 25.809, 25.093, 4.1715, 
369.936, 25.093, 26.446, 26.048, 25.889, 25.889, 25.252, 4.1811, 
369.944, 25.252, 26.446, 26.207, 25.889, 25.730, 25.571, 4.1731, 
369.953, 25.173, 26.526, 25.969, 26.128, 25.889, 25.332, 4.1763, 
369.961, 24.854, 26.446, 25.809, 25.969, 25.809, 24.934, 4.1795, 
369.969, 25.173, 26.128, 26.207, 26.048, 25.809, 25.173, 4.1843, 
369.978, 25.252, 26.526, 25.969, 25.809, 25.889, 25.093, 4.1779, 
369.986, 25.173, 26.366, 25.889, 26.207, 25.730, 25.093, 4.1779, 
369.994, 25.093, 26.526, 25.809, 25.889, 25.969, 25.173, 4.1763, 
370.008, 25.093, 26.685, 26.526, 25.809, 25.889, 24.854, 4.1747, 
370.017, 25.093, 26.207, 26.048, 25.809, 25.650, 25.332, 4.1811, 
370.025, 25.332, 26.446, 25.889, 25.969, 25.889, 25.013, 4.1795, 
370.033, 24.934, 26.605, 26.128, 26.207, 25.889, 25.173, 4.1795, 
370.042, 24.934, 26.366, 25.969, 26.128, 25.889, 24.934, 4.1763, 
370.050, 24.934, 26.605, 25.809, 25.969, 25.650, 25.093, 4.1715, 
370.058, 25.173, 26.366, 25.889, 26.128, 25.730, 25.332, 4.1811, 
370.072, 24.934, 26.366, 25.730, 26.128, 25.809, 25.173, 4.1795, 
370.081, 25.013, 26.207, 25.969, 25.969, 25.969, 25.173, 4.1763, 
370.089, 25.013, 26.446, 26.048, 25.889, 25.730, 25.013, 4.1747, 
370.097, 25.013, 26.605, 26.366, 25.889, 25.730, 25.411, 4.1779, 
370.106, 25.173, 26.366, 25.809, 25.969, 25.889, 25.173, 4.1779, 
370.114, 24.934, 26.446, 25.889, 25.809, 25.969, 25.013, 4.1763, 
370.122, 24.934, 26.605, 25.889, 26.048, 25.969, 25.093, 4.1795, 
370.131, 24.854, 26.685, 25.809, 26.048, 25.730, 24.934, 4.1779, 
370.172, 25.173, 26.526, 25.969, 26.048, 25.809, 25.332, 4.1763, 
370.181, 25.252, 26.605, 26.287, 25.969, 25.969, 25.173, 4.1811, 
370.189, 25.252, 26.446, 25.809, 25.969, 25.650, 25.093, 4.1731, 
370.197, 24.854, 26.287, 26.048, 26.128, 25.650, 25.252, 4.1795, 
370.206, 25.093, 26.287, 25.730, 26.207, 25.730, 25.173, 4.1811, 
370.214, 25.013, 26.366, 25.969, 25.809, 25.571, 25.093, 4.1779, 
370.223, 25.173, 26.287, 26.048, 26.128, 25.809, 25.252, 4.1811, 
370.231, 25.252, 26.287, 25.969, 26.128, 25.969, 25.173, 4.1795, 
370.245, 24.934, 26.446, 26.048, 26.048, 25.889, 24.934, 4.1747, 
370.253, 25.013, 26.287, 25.809, 25.889, 25.650, 25.252, 4.1731, 
370.261, 24.854, 26.287, 25.809, 25.889, 25.809, 25.093, 4.1811, 
370.270, 25.332, 26.526, 25.650, 26.048, 25.889, 25.332, 4.1763, 
370.278, 25.173, 26.446, 25.809, 25.889, 25.730, 25.252, 4.1699, 
370.286, 25.411, 26.526, 26.048, 25.969, 25.969, 25.173, 4.1763, 
370.295, 25.013, 26.526, 26.048, 26.207, 25.730, 25.093, 4.1763, 
370.308, 25.252, 26.685, 26.128, 26.048, 25.730, 25.173, 4.1843, 
370.317, 25.252, 26.526, 25.889, 25.809, 25.571, 25.093, 4.1827, 
370.325, 24.854, 26.128, 25.889, 25.969, 25.889, 25.013, 4.1811, 
370.333, 25.093, 26.287, 25.969, 25.889, 25.809, 24.854, 4.1779, 
370.342, 25.332, 26.605, 25.889, 26.048, 25.730, 25.013, 4.1795, 
370.350, 25.013, 26.526, 25.809, 26.048, 25.809, 25.173, 4.1827, 
370.358, 24.934, 26.446, 26.048, 25.889, 25.809, 25.173, 4.1795, 
370.367, 25.252, 26.526, 25.809, 25.889, 25.571, 25.173, 4.1699, 
370.381, 25.013, 26.526, 26.048, 25.969, 25.650, 25.093, 4.1763, 
370.389, 24.854, 26.605, 26.207, 26.207, 25.571, 25.173, 4.1843, 
370.397, 24.934, 26.526, 25.969, 26.128, 25.809, 25.332, 4.1747, 
370.406, 25.013, 26.446, 25.969, 25.650, 25.809, 25.173, 4.1795, 
370.414, 24.854, 26.446, 25.969, 26.128, 25.730, 25.332, 4.1906, 
370.422, 25.173, 26.287, 26.048, 26.048, 25.730, 25.252, 4.1715, 
370.431, 25.013, 26.446, 25.809, 26.048, 25.809, 25.013, 4.1747, 
370.439, 24.934, 26.526, 25.730, 26.048, 25.571, 25.093, 4.1779, 
370.453, 25.093, 26.446, 25.650, 26.287, 25.889, 25.093, 4.1779, 
370.461, 25.093, 26.366, 25.809, 25.889, 25.650, 25.013, 4.1843, 
370.469, 25.252, 26.366, 25.809, 25.969, 25.650, 25.093, 4.1747, 
370.478, 25.093, 26.366, 25.809, 26.048, 25.889, 25.013, 4.1763, 
370.486, 25.491, 26.207, 26.287, 26.128, 25.730, 25.013, 4.1779, 
370.494, 25.093, 26.526, 25.889, 26.128, 25.730, 25.093, 4.1779, 
370.503, 25.013, 27.003, 26.048, 25.969, 25.889, 25.013, 4.1811, 
370.517, 25.013, 26.287, 26.287, 26.048, 25.411, 25.491, 4.1763, 
370.525, 25.411, 26.526, 25.809, 25.889, 25.730, 24.775, 4.1731, 
370.533, 25.013, 26.526, 25.969, 26.048, 25.491, 25.093, 4.1827, 
370.542, 25.093, 26.287, 25.969, 26.048, 25.969, 25.332, 4.1938, 
370.550, 25.093, 26.605, 25.889, 25.969, 25.889, 24.934, 4.1731, 
370.558, 24.854, 26.446, 25.650, 25.969, 25.650, 25.252, 4.1874, 
370.567, 24.934, 26.366, 25.969, 26.128, 25.650, 25.252, 4.1779, 
370.575, 25.252, 26.446, 25.969, 25.969, 25.730, 25.093, 4.1715, 
370.589, 25.093, 26.526, 25.809, 26.128, 25.809, 25.013, 4.1827, 
370.597, 25.013, 26.366, 25.730, 26.048, 25.809, 25.093, 4.1763, 
370.606, 25.013, 26.844, 25.969, 26.048, 25.809, 25.173, 4.1779, 
370.614, 25.252, 26.605, 25.889, 25.889, 25.809, 25.173, 4.1779, 
370.622, 25.093, 26.366, 25.730, 26.128, 25.730, 25.013, 4.1795, 
370.631, 25.252, 26.526, 25.809, 26.048, 26.207, 25.013, 4.1779, 
370.639, 24.775, 26.366, 25.889, 25.969, 25.809, 25.173, 4.1827, 
370.653, 24.854, 26.446, 25.969, 25.889, 25.571, 25.173, 4.1795, 
370.661, 25.650, 26.446, 25.889, 26.048, 25.809, 25.093, 4.1779, 
370.670, 25.093, 26.526, 26.048, 25.969, 25.730, 25.491, 4.1763, 
370.678, 24.934, 26.366, 25.809, 26.128, 25.809, 25.173, 4.1779, 
370.686, 25.173, 26.446, 25.650, 25.809, 26.207, 25.332, 4.1731, 
370.695, 24.934, 26.287, 25.889, 26.048, 25.969, 25.173, 4.1827, 
370.703, 25.093, 26.605, 25.730, 26.207, 25.730, 25.332, 4.1779, 
370.711, 24.934, 26.446, 25.889, 26.048, 25.809, 25.013, 4.1763, 
370.725, 25.093, 26.287, 25.889, 26.048, 25.889, 25.252, 4.1715, 
370.734, 25.411, 26.605, 26.128, 25.889, 25.650, 25.093, 4.1795, 
370.742, 25.093, 26.526, 25.809, 26.048, 25.889, 25.332, 4.1763, 
370.750, 25.013, 26.605, 25.969, 25.889, 25.571, 25.173, 4.1731, 
370.759, 25.093, 26.526, 25.809, 26.287, 25.730, 25.332, 4.1795, 
370.767, 25.173, 26.446, 25.889, 26.048, 25.889, 25.013, 4.1779, 
370.775, 25.093, 26.287, 26.048, 26.128, 25.809, 25.093, 4.1747, 
370.784, 25.173, 26.446, 26.207, 26.207, 25.730, 25.013, 4.1747, 
370.798, 25.093, 26.366, 25.889, 25.889, 25.889, 25.252, 4.1747, 
370.806, 25.093, 26.366, 26.048, 25.889, 25.969, 25.332, 4.1779, 
370.814, 25.013, 26.446, 26.128, 25.809, 25.809, 25.013, 4.1795, 
370.823, 25.173, 26.366, 25.730, 25.969, 25.650, 25.013, 4.1747, 
370.831, 24.854, 26.526, 25.730, 26.128, 25.730, 25.013, 4.1811, 
370.839, 24.775, 26.685, 25.730, 26.287, 25.650, 25.173, 4.1763, 
370.848, 24.934, 26.287, 25.889, 26.207, 25.889, 25.332, 4.1811, 
370.862, 24.615, 26.605, 25.889, 26.048, 25.889, 24.854, 4.1779, 
370.870, 25.013, 26.366, 26.048, 25.889, 25.730, 25.252, 4.1795, 
370.878, 25.173, 26.605, 25.969, 25.969, 25.730, 25.093, 4.1795, 
370.887, 24.854, 26.446, 25.969, 25.809, 25.730, 24.775, 4.1811, 
370.895, 25.093, 26.366, 25.809, 25.889, 25.571, 25.252, 4.1747, 
370.903, 24.934, 26.287, 26.048, 26.287, 25.730, 25.013, 4.1795, 
370.912, 25.013, 26.526, 25.889, 25.730, 25.650, 24.934, 4.1747, 
370.920, 25.173, 26.366, 25.969, 25.889, 25.730, 25.013, 4.1779, 
370.934, 25.571, 26.526, 25.730, 25.969, 26.128, 25.013, 4.1763, 
370.942, 25.013, 26.446, 25.889, 26.048, 26.048, 25.252, 4.1763, 
370.951, 25.013, 26.446, 25.969, 25.969, 25.650, 24.854, 4.1795, 
370.959, 25.013, 26.685, 25.730, 25.969, 25.650, 25.093, 4.1779, 
370.967, 25.173, 26.287, 26.128, 26.048, 25.889, 25.093, 4.1763, 
370.976, 24.934, 26.605, 25.730, 26.048, 25.889, 25.411, 4.1795, 
370.984, 25.173, 26.366, 25.969, 25.969, 25.730, 24.934, 4.1747, 
370.992, 25.173, 26.526, 25.809, 25.969, 25.809, 25.571, 4.1811, 
371.006, 25.173, 26.287, 25.889, 26.207, 25.730, 25.093, 4.1763, 
371.015, 25.173, 26.526, 25.889, 25.889, 25.889, 25.491, 4.1843, 
371.023, 25.093, 26.446, 25.969, 25.969, 25.571, 25.252, 4.1811, 
371.031, 25.013, 26.446, 25.889, 25.969, 25.889, 25.411, 4.1763, 
371.040, 25.013, 26.446, 25.969, 25.809, 25.730, 25.013, 4.1763, 
371.048, 24.934, 26.366, 25.809, 26.128, 25.889, 25.093, 4.1779, 
371.056, 25.013, 26.446, 26.048, 25.889, 25.809, 25.093, 4.1763, 
371.070, 25.093, 26.526, 25.969, 25.969, 25.571, 25.252, 4.1843, 
371.079, 25.252, 26.526, 26.048, 25.969, 25.491, 25.173, 4.1731, 
371.087, 25.013, 26.366, 25.650, 25.969, 25.809, 25.173, 4.1763, 
371.095, 25.173, 26.526, 25.969, 25.969, 25.809, 25.173, 4.1843, 
371.104, 24.934, 26.366, 25.889, 26.128, 25.889, 24.854, 4.1795, 
371.112, 25.252, 26.446, 26.366, 25.889, 25.969, 25.332, 4.1795, 
371.120, 24.934, 26.287, 25.730, 26.128, 25.730, 25.093, 4.1795, 
371.129, 25.093, 26.446, 25.809, 26.048, 25.889, 25.173, 4.1779, 
371.143, 25.093, 26.605, 26.048, 26.048, 25.889, 25.332, 4.1811, 
371.151, 25.013, 26.526, 25.889, 26.048, 25.650, 25.013, 4.1779, 
371.159, 25.093, 26.764, 25.889, 26.048, 25.730, 25.093, 4.1747, 
371.167, 25.173, 26.764, 25.969, 26.048, 25.889, 25.093, 4.1763, 
371.176, 24.934, 26.287, 26.128, 25.730, 25.650, 25.411, 4.1811, 
371.184, 25.252, 26.685, 25.889, 26.128, 25.889, 25.173, 4.1779, 
371.193, 24.934, 26.526, 25.969, 26.128, 25.969, 25.093, 4.1779, 
371.201, 25.173, 26.366, 26.048, 25.809, 25.969, 25.093, 4.1747, 
371.215, 25.252, 26.446, 25.969, 26.207, 25.730, 25.173, 4.1811, 
371.223, 25.013, 26.366, 25.650, 26.048, 25.730, 25.252, 4.1747, 
371.231, 25.332, 26.526, 25.809, 26.128, 25.809, 25.173, 4.1779, 
371.240, 24.934, 26.605, 25.889, 26.128, 25.571, 25.093, 4.1779, 
371.248, 25.173, 26.526, 26.048, 25.889, 25.730, 25.173, 4.1779, 
371.256, 25.013, 26.287, 26.048, 25.889, 25.809, 25.013, 4.1827, 
371.265, 25.173, 26.366, 25.809, 26.207, 25.969, 25.252, 4.1811, 
371.279, 25.252, 26.605, 25.969, 26.128, 25.650, 25.093, 4.1779, 
371.287, 25.093, 26.207, 26.287, 25.889, 25.650, 25.332, 4.1763, 
371.295, 25.173, 26.446, 26.048, 25.969, 26.048, 25.252, 4.1779, 
371.304, 24.934, 26.526, 25.730, 25.809, 26.048, 25.093, 4.1811, 
371.312, 25.093, 26.526, 25.809, 25.889, 25.650, 25.093, 4.1843, 
371.320, 24.934, 26.366, 25.809, 25.889, 25.650, 25.093, 4.1779, 
371.329, 25.252, 26.366, 25.889, 26.048, 26.048, 25.332, 4.1795, 
371.337, 24.854, 26.526, 25.969, 25.809, 25.809, 25.093, 4.1715, 
371.365, 25.093, 26.446, 25.889, 25.969, 26.048, 25.093, 4.1779, 
371.373, 25.093, 26.605, 25.889, 25.969, 25.809, 25.093, 4.1779, 
371.382, 25.013, 26.605, 25.809, 25.969, 25.969, 24.934, 4.1747, 
371.390, 25.013, 26.446, 25.889, 26.048, 25.571, 25.173, 4.1763, 
371.398, 25.173, 26.526, 25.969, 26.048, 25.730, 25.173, 4.1779, 
371.407, 25.332, 27.003, 26.048, 25.809, 25.809, 25.173, 4.1747, 
371.415, 25.173, 26.207, 25.730, 25.809, 25.969, 25.252, 4.1827, 
371.423, 25.093, 26.685, 26.287, 25.969, 25.889, 25.173, 4.1795, 
371.437, 25.093, 26.526, 25.889, 25.969, 25.571, 25.332, 4.1811, 
371.445, 25.013, 26.526, 25.809, 25.889, 25.809, 25.173, 4.1747, 
371.454, 25.093, 26.844, 25.809, 25.889, 25.730, 25.093, 4.1795, 
371.462, 25.093, 26.526, 25.889, 25.969, 25.969, 25.411, 4.1779, 
371.470, 24.854, 26.446, 25.730, 25.969, 25.809, 25.013, 4.1811, 
371.479, 25.173, 26.287, 25.730, 25.889, 25.571, 25.332, 4.1779, 
371.487, 25.173, 26.605, 26.128, 25.969, 25.571, 25.173, 4.1843, 
371.501, 25.093, 26.764, 25.730, 26.048, 25.571, 24.934, 4.1779, 
371.509, 25.013, 26.526, 26.366, 26.128, 25.889, 25.173, 4.1795, 
371.518, 25.013, 26.526, 25.969, 25.969, 25.730, 25.332, 4.1811, 
371.526, 25.093, 26.366, 25.809, 26.128, 26.048, 25.093, 4.1779, 
371.534, 24.854, 26.287, 25.809, 25.889, 25.730, 25.173, 4.1795, 
371.543, 24.934, 26.605, 25.969, 25.889, 25.889, 25.173, 4.1731, 
371.551, 25.093, 26.526, 25.730, 26.048, 25.809, 25.173, 4.1827, 
371.559, 25.173, 26.526, 25.969, 25.889, 25.889, 25.173, 4.1779, 
371.573, 25.013, 26.605, 25.889, 25.889, 25.571, 25.173, 4.1779, 
371.582, 25.093, 26.526, 26.048, 26.128, 25.889, 25.252, 4.1763, 
371.590, 25.013, 26.844, 25.889, 25.809, 25.730, 25.332, 4.1779, 
371.598, 25.332, 26.287, 25.889, 26.128, 25.730, 25.093, 4.1763, 
371.607, 25.093, 26.446, 25.969, 25.969, 25.809, 24.934, 4.1795, 
371.615, 25.013, 26.605, 26.048, 26.207, 25.809, 24.934, 4.1795, 
371.623, 24.934, 26.287, 25.889, 25.969, 26.048, 24.934, 4.1811, 
371.637, 24.775, 26.287, 25.969, 26.048, 25.730, 25.093, 4.1731, 
371.646, 25.173, 26.287, 25.969, 25.889, 25.809, 25.093, 4.1779, 
371.654, 25.093, 26.287, 26.048, 26.048, 25.809, 25.093, 4.1747, 
371.662, 25.013, 26.446, 26.048, 26.207, 25.730, 25.013, 4.1795, 
371.671, 24.934, 26.526, 25.969, 25.969, 25.889, 25.332, 4.1763, 
371.679, 25.173, 26.446, 26.048, 25.969, 25.969, 25.173, 4.1779, 
371.687, 25.093, 26.764, 25.969, 26.048, 25.650, 25.093, 4.1763, 
371.696, 24.934, 26.366, 25.969, 25.889, 25.889, 25.093, 4.1811, 
371.710, 24.934, 26.446, 25.809, 25.889, 25.650, 25.252, 4.1779, 
371.718, 25.252, 26.526, 25.730, 25.650, 25.730, 25.013, 4.1795, 
371.726, 25.013, 26.446, 25.809, 25.969, 25.889, 25.093, 4.1795, 
371.735, 25.013, 26.924, 25.969, 26.048, 25.571, 25.411, 4.1731, 
371.743, 25.013, 26.685, 25.730, 26.128, 25.730, 24.775, 4.1779, 
