,Time [s],Light,USB,TMP36 [C],TC [C],Batt [V]
3028,135.52,45.57,3.9852,24.04,25.4,4.1429
3029,135.56,45.64,4.0059,24.36,25.4,4.1445
3030,135.6,45.57,4.0028,24.36,25.4,4.1476
3031,135.64,45.62,4.0012,24.2,25.4,4.1508
3032,135.68,45.54,3.9964,24.51,25.4,4.1445
3033,135.73,45.62,3.9996,24.12,25.4,4.1461
3034,135.77,45.62,4.0012,24.36,25.4,4.1476
3035,135.81,45.74,4.0059,24.43,25.4,4.1492
3036,135.86,45.71,3.9805,24.04,25.4,4.1429
3037,135.9,45.67,4.0043,24.12,25.4,4.1461
3038,135.94,45.74,4.0028,24.2,25.4,4.1492
3039,135.98,45.67,4.0012,24.51,25.4,4.1492
3040,136.03,45.69,3.9964,24.04,25.4,4.1461
3041,136.07,45.67,4.0028,24.43,25.4,4.1524
3042,136.11,45.69,4.0075,24.36,25.4,4.1429
3043,136.15,45.69,4.0107,24.28,25.4,4.1429
3044,136.19,45.62,4.0043,24.36,25.4,4.1429
3045,136.24,45.62,3.9821,24.28,25.4,4.1461
3046,136.28,45.71,4.0059,24.28,25.4,4.1445
3047,136.32,45.71,3.9996,24.43,25.4,4.1445
3048,136.37,45.52,4.0059,24.28,25.4,4.1476
3049,136.41,45.4,4.0107,24.2,25.4,4.1429
3050,136.45,45.23,3.9996,24.36,25.4,4.1476
3051,136.49,44.93,3.998,24.12,25.4,4.1461
3052,136.53,44.76,4.0059,24.43,25.4,4.1492
3053,136.58,44.42,4.0012,24.28,25.4,4.1492
3054,136.62,44.32,3.9805,24.12,25.4,4.1461
3055,136.67,44.05,3.998,24.36,25.4,4.1461
3056,136.71,44.03,4.0075,24.59,25.4,4.1461
3057,136.75,44.15,4.0059,24.12,25.4,4.1476
3058,136.79,44.42,4.0043,24.04,25.4,4.1476
3059,136.83,45.05,4.0043,24.36,25.4,4.1445
3060,136.88,45.81,4.0059,24.28,25.4,4.1476
3061,136.92,46.59,4.0028,24.28,25.4,4.1492
3062,136.96,47.33,4.0043,24.2,25.4,4.1429
3063,137.01,47.96,3.9789,24.28,25.4,4.1461
3064,137.05,48.52,4.0075,24.28,25.4,4.1508
3065,137.09,48.79,4.0028,24.36,25.4,4.1476
3066,137.13,49.18,4.0123,24.36,25.4,4.1492
3067,137.18,49.3,4.0012,24.36,25.4,4.1445
3068,137.22,49.35,4.0059,24.2,25.4,4.1445
3069,137.26,49.21,4.0028,24.36,25.4,4.1508
3070,137.3,49.35,4.0059,24.28,25.4,4.1476
3071,137.34,49.28,4.0075,24.2,25.4,4.1492
3072,137.39,49.38,3.9821,24.36,25.4,4.1492
3073,137.43,49.33,4.0012,24.2,25.4,4.1461
3074,137.48,49.33,4.0075,24.12,25.4,4.1461
3075,137.52,49.38,4.0059,24.28,25.4,4.1461
3076,137.56,49.43,4.0028,24.28,25.4,4.1461
3077,137.6,49.47,4.0059,24.04,25.4,4.1445
3078,137.64,49.45,4.0012,24.2,25.4,4.1476
3079,137.69,49.38,4.0059,23.96,25.4,4.1476
3080,137.73,49.38,3.9996,24.28,25.4,4.1429
3081,137.78,49.4,3.9836,24.28,25.4,4.1476
3082,137.82,49.4,3.998,24.28,25.4,4.1429
3083,137.86,49.35,4.0059,24.2,25.4,4.1445
3084,137.92,49.38,3.9789,24.12,25.4,4.1413
3085,137.97,49.43,3.9805,24.04,25.4,4.1445
3086,138.01,49.38,3.9836,24.12,25.3,4.1461
3087,138.05,49.35,3.9773,24.12,25.4,4.1508
3088,138.09,49.33,3.9852,24.43,25.4,4.1445
3089,138.14,49.13,3.9773,24.36,25.4,4.1445
3090,138.18,49.04,4.0075,24.36,25.4,4.1524
3091,138.22,48.69,4.0059,24.36,25.3,4.1492
3092,138.27,48.25,4.0059,24.2,25.3,4.1476
3093,138.31,47.74,4.0075,24.04,25.3,4.1476
3094,138.35,47.23,4.0091,24.43,25.3,4.1445
3095,138.39,46.69,4.0091,24.36,25.3,4.1492
3096,138.43,46.15,4.0028,24.2,25.4,4.1445
3097,138.48,45.64,4.0059,24.36,25.3,4.1413
3098,138.52,44.88,3.9836,24.36,25.4,4.1492
3099,138.57,44.37,4.0012,24.51,25.3,4.1492
3100,138.61,43.81,3.9996,24.51,25.4,4.1508
3101,138.65,43.52,4.0028,24.43,25.4,4.1429
3102,138.69,43.52,4.0043,24.36,25.4,4.1508
3103,138.73,43.42,4.0059,24.28,25.3,4.1461
3104,138.78,43.52,4.0075,24.04,25.4,4.1445
3105,138.82,43.76,4.0091,24.2,25.4,4.1476
3106,138.86,44.0,4.0059,24.36,25.4,4.1461
3107,138.91,43.96,3.9821,24.43,25.4,4.1492
3108,138.95,43.98,4.0043,24.28,25.4,4.1413
3109,138.99,43.93,3.9996,24.28,25.4,4.1524
3110,139.03,43.96,3.9996,24.51,25.4,4.1429
3111,139.08,44.03,4.0059,24.28,25.4,4.1492
3112,139.12,44.0,4.0059,24.28,25.4,4.1476
3113,139.16,43.76,4.0059,24.36,25.4,4.1508
3114,139.2,43.35,4.0091,24.2,25.4,4.1445
3115,139.24,43.2,4.0091,24.43,25.4,4.1492
3116,139.29,43.25,3.9805,24.12,25.4,4.1461
3117,139.33,43.35,4.0059,24.2,25.4,4.1476
3118,139.38,43.32,4.0043,24.43,25.4,4.1492
3119,139.42,43.39,4.0059,24.2,25.4,4.1429
3120,139.46,43.32,4.0012,24.36,25.4,4.1445
3121,139.5,43.32,4.0028,24.36,25.4,4.1461
3122,139.54,43.39,4.0012,24.36,25.4,4.1476
3123,139.59,43.54,4.0043,24.2,25.4,4.1476
3124,139.63,43.52,4.0059,24.43,25.4,4.1476
3125,139.68,43.64,3.9805,24.51,25.4,4.1476
3126,139.72,43.93,4.0091,24.43,25.4,4.1492
3127,139.76,44.52,4.0059,24.12,25.4,4.1492
3128,139.8,45.23,4.0059,24.43,25.4,4.1461
3129,139.84,45.98,4.0028,24.43,25.4,4.1476
3130,139.89,46.64,4.0028,24.2,25.4,4.1461
3131,139.93,47.16,3.9996,24.28,25.4,4.1492
3132,139.97,47.72,4.0043,24.12,25.4,4.1508
3133,140.02,47.86,4.0028,24.51,25.4,4.1397
3134,140.06,48.23,3.9836,24.2,25.4,4.1429
3135,140.1,48.5,4.0043,24.2,25.4,4.1476
3136,140.14,48.6,4.0043,24.51,25.4,4.1445
3137,140.19,48.94,4.0043,24.28,25.4,4.1429
3138,140.23,49.16,4.0059,24.28,25.4,4.1524
3139,140.27,49.28,4.0059,24.12,25.4,4.1461
3140,140.31,49.38,4.0075,24.28,25.4,4.1445
3141,140.35,49.47,4.0107,24.28,25.4,4.1508
3142,140.4,49.6,3.9852,23.96,25.4,4.1429
3143,140.44,49.65,4.0107,24.51,25.4,4.1461
3144,140.49,49.69,4.0075,24.36,25.4,4.1445
3145,140.53,49.62,4.0059,24.28,25.4,4.1461
3146,140.57,49.72,4.0075,24.36,25.4,4.1445
3147,140.61,49.69,4.0059,24.2,25.4,4.1461
3148,140.65,49.74,4.0075,24.36,25.4,4.1476
3149,140.7,49.67,4.0075,24.51,25.4,4.1445
3150,140.74,49.72,4.0075,24.59,25.4,4.1492
3151,140.79,49.69,3.9836,24.28,25.4,4.1508
3152,140.83,49.67,4.0075,24.36,25.4,4.1461
3153,140.87,49.72,3.998,24.28,25.4,4.1476
3154,140.91,49.69,4.0028,24.36,25.4,4.1492
3155,140.95,49.72,4.0075,24.28,25.4,4.1429
3156,141.0,49.74,4.0028,24.12,25.4,4.1524
3157,141.04,49.69,4.0091,24.59,25.4,4.1492
3158,141.08,49.77,4.0043,24.43,25.4,4.1476
3159,141.12,49.77,4.0075,24.51,25.4,4.1429
3160,141.17,49.72,3.9836,24.51,25.4,4.1476
3161,141.21,49.74,4.0107,24.2,25.4,4.1476
3162,141.25,49.72,4.0028,24.12,25.4,4.1429
3163,141.3,49.69,4.0091,24.36,25.4,4.1492
3164,141.34,49.69,4.0028,24.59,25.4,4.1508
3165,141.38,49.74,4.0091,24.2,25.4,4.1461
3166,141.42,49.74,4.0059,24.36,25.4,4.1476
3167,141.46,49.77,4.0043,24.43,25.4,4.1508
3168,141.51,49.74,4.0075,24.2,25.4,4.1445
3169,141.55,49.72,3.9836,24.2,25.4,4.1445
3170,141.6,49.74,4.0091,24.2,25.4,4.1508
3171,141.64,49.74,4.0043,24.43,25.4,4.1476
3172,141.68,49.74,4.0028,24.12,25.4,4.1476
3173,141.72,49.74,4.0043,24.43,25.4,4.1492
3174,141.76,49.77,4.0075,24.43,25.4,4.1461
3175,141.81,49.72,4.0059,24.12,25.4,4.1492
3176,141.85,49.77,3.9996,24.28,25.4,4.1508
3177,141.9,49.79,4.0028,24.36,25.4,4.1476
3178,141.96,49.72,3.9773,24.2,25.4,4.1429
3179,142.0,49.82,3.9773,24.12,25.4,4.1429
3180,142.04,49.77,3.9868,24.51,25.3,4.1476
3181,142.09,49.82,3.9868,24.36,25.4,4.1445
3182,142.13,49.87,3.9789,24.28,25.4,4.1492
3183,142.17,49.77,3.9821,24.36,25.4,4.1461
3184,142.21,49.82,3.9805,24.28,25.4,4.1461
3185,142.25,49.74,3.9852,24.28,25.4,4.1461
3186,142.3,49.77,3.9805,24.43,25.4,4.1476
3187,142.34,49.82,3.9836,24.43,25.3,4.154
3188,142.39,49.77,4.0075,24.51,25.3,4.1492
3189,142.43,49.77,4.0059,24.43,25.4,4.1461
3190,142.47,49.77,4.0059,24.28,25.4,4.1445
3191,142.51,49.69,4.0059,24.43,25.3,4.1492
3192,142.55,49.82,4.0059,24.28,25.4,4.1492
3193,142.6,49.74,3.9996,24.43,25.4,4.1508
3194,142.64,49.77,4.0075,24.28,25.4,4.1461
3195,142.69,49.74,3.9789,24.12,25.4,4.1461
3196,142.73,49.79,4.0075,24.36,25.4,4.1492
3197,142.77,49.74,4.0075,24.28,25.4,4.1524
3198,142.81,49.84,3.9996,24.28,25.4,4.1492
3199,142.85,49.79,3.9964,24.36,25.4,4.1429
3200,142.9,49.67,4.0012,24.43,25.3,4.1476
3201,142.94,49.77,4.0012,24.43,25.4,4.1476
3202,142.98,49.77,4.0059,24.51,25.4,4.1476
3203,143.02,49.77,4.0043,24.43,25.4,4.1413
3204,143.07,49.77,3.9789,24.43,25.4,4.1476
3205,143.11,49.74,4.0059,24.28,25.3,4.1445
3206,143.15,49.77,3.9996,24.12,25.3,4.1397
3207,143.2,49.69,3.9996,24.28,25.4,4.1461
3208,143.24,49.82,4.0059,24.36,25.3,4.1492
3209,143.28,49.77,4.0059,24.2,25.4,4.1445
3210,143.32,49.74,4.0091,24.28,25.4,4.1476
3211,143.36,49.77,4.0075,24.59,25.3,4.1461
3212,143.41,49.72,4.0059,24.43,25.3,4.1508
3213,143.45,49.77,3.9821,24.28,25.3,4.1508
3214,143.5,49.77,4.0043,24.36,25.3,4.1461
3215,143.54,49.72,4.0059,24.36,25.3,4.1445
3216,143.58,49.72,4.0059,24.28,25.3,4.1461
3217,143.62,49.79,4.0028,24.51,25.3,4.1445
3218,143.66,49.82,4.0043,24.04,25.4,4.1492
3219,143.71,49.72,4.0043,24.43,25.3,4.1445
3220,143.75,49.79,4.0012,24.04,25.3,4.1492
3221,143.79,49.72,4.0028,24.04,25.3,4.1461
3222,143.84,49.74,3.9836,24.2,25.3,4.1461
3223,143.88,49.74,4.0059,24.51,25.4,4.1476
3224,143.92,49.72,4.0028,24.43,25.4,4.1476
3225,143.96,49.84,3.9996,24.43,25.3,4.1476
3226,144.01,49.77,4.0043,24.28,25.3,4.1492
3227,144.05,49.74,4.0012,24.51,25.3,4.1445
3228,144.09,49.77,4.0028,24.36,25.3,4.1461
3229,144.13,49.74,4.0059,24.2,25.3,4.1508
3230,144.18,49.77,4.0043,24.43,25.3,4.1429
3231,144.22,49.79,3.9773,24.59,25.4,4.1461
3232,144.26,49.79,4.0107,24.36,25.3,4.1492
3233,144.31,49.79,4.0059,24.28,25.3,4.1445
3234,144.35,49.72,4.0091,24.43,25.3,4.1445
3235,144.39,49.77,4.0075,24.43,25.3,4.1492
3236,144.43,49.82,4.0028,24.2,25.3,4.1476
3237,144.47,49.82,4.0028,24.36,25.3,4.1476
3238,144.52,49.72,3.998,24.12,25.3,4.1476
3239,144.56,49.77,3.9789,23.96,25.3,4.1429
3240,144.61,49.74,4.0043,24.2,25.3,4.1461
3241,144.65,49.79,4.0059,24.28,25.3,4.1492
3242,144.69,49.74,3.9996,24.28,25.3,4.1445
3243,144.73,49.74,4.0043,24.36,25.3,4.1445
3244,144.77,49.79,3.9996,24.43,25.3,4.1461
3245,144.82,49.84,4.0059,24.36,25.3,4.1461
3246,144.86,49.79,4.0043,24.43,25.3,4.1429
3247,144.9,49.77,4.0043,24.51,25.3,4.1476
3248,144.95,49.69,3.9805,24.43,25.3,4.1445
3249,144.99,49.55,4.0059,24.43,25.3,4.1445
3250,145.03,49.43,3.9996,24.36,25.3,4.1461
3251,145.07,49.11,4.0059,24.59,25.3,4.1445
3252,145.12,48.84,4.0123,24.36,25.3,4.1476
3253,145.16,48.55,4.0043,24.43,25.3,4.1508
3254,145.2,48.25,4.0059,24.43,25.3,4.154
3255,145.24,47.89,4.0028,24.2,25.3,4.1492
3256,145.28,47.59,4.0075,24.36,25.3,4.1413
3257,145.33,47.33,3.9805,24.28,25.3,4.1461
3258,145.37,47.28,4.0043,24.28,25.3,4.1476
3259,145.42,47.33,4.0028,24.28,25.3,4.1492
3260,145.46,47.5,4.0012,24.36,25.3,4.1429
3261,145.5,47.5,4.0091,24.28,25.3,4.1508
3262,145.54,47.37,4.0043,24.36,25.3,4.1476
3263,145.58,47.33,4.0028,24.28,25.3,4.1476
3264,145.63,47.45,4.0075,24.12,25.3,4.1492
3265,145.67,47.35,4.0075,24.36,25.3,4.1461
3266,145.72,47.23,3.9805,24.36,25.3,4.1508
3267,145.76,46.96,4.0059,24.28,25.3,4.1476
3268,145.8,46.69,4.0012,24.28,25.3,4.1492
3269,145.84,46.42,4.0091,24.28,25.3,4.1492
3270,145.88,46.35,4.0043,24.59,25.3,4.1397
3271,145.93,46.52,4.0075,24.51,25.3,4.1445
3272,145.99,46.57,3.9821,23.88,25.3,4.1445
3273,146.03,46.76,3.9805,24.28,25.3,4.1445
3274,146.07,46.67,3.9836,24.51,25.3,4.1413
3275,146.12,46.76,3.9821,24.36,25.3,4.1476
3276,146.16,46.64,4.0043,24.43,25.3,4.1476
3277,146.2,46.67,4.0043,24.2,25.3,4.1492
3278,146.24,46.5,4.0059,24.43,25.3,4.1413
3279,146.29,46.59,4.0043,24.2,25.3,4.1461
3280,146.33,46.67,4.0028,24.36,25.3,4.1492
3281,146.37,46.69,3.9964,24.36,25.3,4.1476
3282,146.41,46.69,4.0043,24.2,25.3,4.1492
3283,146.46,46.74,4.0107,24.28,25.3,4.1429
3284,146.5,46.67,3.9868,24.59,25.3,4.1492
3285,146.55,46.57,4.0012,24.67,25.3,4.1445
3286,146.59,46.52,4.0043,24.12,25.3,4.1461
3287,146.63,46.54,4.0043,24.43,25.3,4.1476
3288,146.67,46.54,3.998,24.51,25.3,4.1445
3289,146.71,46.47,3.998,24.59,25.3,4.1476
3290,146.76,46.47,4.0043,24.43,25.3,4.1476
3291,146.8,46.59,4.0043,24.28,25.3,4.1461
3292,146.85,46.59,3.9805,24.12,25.3,4.1445
3293,146.89,46.57,3.9996,24.28,25.3,4.1476
3294,146.93,46.54,4.0075,24.2,25.3,4.1476
3295,146.97,46.62,4.0012,24.36,25.3,4.1445
3296,147.01,46.62,3.9996,24.12,25.3,4.1492
3297,147.06,46.64,4.0091,24.36,25.4,4.1397
3298,147.1,46.69,4.0059,24.59,25.3,4.1492
3299,147.14,46.62,4.0059,24.2,25.3,4.1476
3300,147.18,46.54,4.0043,24.28,25.3,4.1461
3301,147.23,46.54,3.9821,24.36,25.3,4.1476
3302,147.27,46.62,4.0059,24.36,25.3,4.1461
3303,147.31,46.62,4.0043,24.2,25.3,4.1476
3304,147.36,46.62,4.0075,24.43,25.3,4.1413
3305,147.4,46.52,4.0012,24.43,25.3,4.1445
3306,147.44,46.67,4.0075,24.2,25.3,4.1508
3307,147.48,46.62,4.0059,24.43,25.3,4.1476
3308,147.52,46.57,4.0075,24.2,25.3,4.1492
3309,147.57,46.52,4.0059,24.36,25.4,4.1381
3310,147.61,46.54,3.9836,24.28,25.3,4.1413
3311,147.66,46.59,4.0075,24.28,25.3,4.1445
3312,147.7,46.54,4.0028,24.43,25.4,4.1461
3313,147.74,46.62,3.998,24.36,25.3,4.1461
3314,147.78,46.59,4.0012,24.43,25.3,4.1397
3315,147.82,46.59,3.9964,24.36,25.3,4.1429
3316,147.87,46.59,4.0059,24.36,25.3,4.1492
3317,147.91,46.59,4.0028,24.12,25.3,4.1445
3318,147.95,46.62,4.0059,24.36,25.3,4.1476
3319,148.0,46.59,3.9805,24.36,25.3,4.1476
3320,148.04,46.62,3.9996,24.12,25.3,4.1461
3321,148.08,46.62,4.0059,24.43,25.3,4.1476
3322,148.12,46.62,4.0059,24.28,25.3,4.1461
3323,148.17,46.57,4.0028,24.28,25.3,4.1492
3324,148.21,46.67,4.0091,24.2,25.4,4.1492
3325,148.25,46.67,4.0012,24.2,25.3,4.1445
3326,148.29,46.67,4.0059,24.28,25.3,4.1476
3327,148.33,46.57,4.0028,24.51,25.3,4.1429
3328,148.38,46.62,3.9805,24.36,25.3,4.1476
3329,148.42,46.57,4.0123,24.36,25.3,4.1508
3330,148.46,46.62,4.0091,24.36,25.4,4.1445
3331,148.51,46.64,4.0059,24.28,25.3,4.1461
3332,148.55,46.76,4.0043,24.12,25.3,4.1429
3333,148.59,46.76,4.0043,24.36,25.3,4.1492
3334,148.63,46.76,3.998,24.59,25.4,4.1461
3335,148.67,46.72,4.0075,24.43,25.4,4.1508
3336,148.72,46.62,4.0059,24.51,25.3,4.1461
3337,148.76,46.59,3.9836,23.88,25.4,4.1461
3338,148.81,46.64,4.0059,24.36,25.3,4.1492
3339,148.85,46.5,4.0012,24.28,25.3,4.1429
3340,148.89,46.47,4.0043,24.2,25.3,4.1476
3341,148.93,46.47,4.0043,24.28,25.4,4.1445
3342,148.97,46.57,4.0012,24.2,25.4,4.1445
3343,149.02,46.54,3.9996,24.12,25.3,4.1492
3344,149.06,46.57,4.0075,24.51,25.3,4.1524
3345,149.11,46.4,3.9805,24.04,25.4,4.1476
3346,149.15,46.28,4.0059,24.2,25.4,4.1508
3347,149.19,46.32,4.0043,24.36,25.3,4.1476
3348,149.23,46.25,4.0043,24.28,25.4,4.1445
3349,149.27,46.2,4.0059,24.43,25.4,4.1461
3350,149.32,46.15,4.0059,24.51,25.4,4.1476
3351,149.36,46.28,4.0028,24.2,25.4,4.1476
3352,149.4,46.37,4.0075,24.28,25.4,4.1476
3353,149.44,46.3,4.0059,24.43,25.4,4.1397
3354,149.49,46.32,3.9805,24.36,25.4,4.1461
3355,149.53,46.15,4.0107,24.2,25.4,4.1476
3356,149.57,46.13,3.9996,24.36,25.4,4.1461
3357,149.62,46.23,4.0012,24.43,25.4,4.1476
3358,149.66,46.28,4.0028,24.51,25.4,4.1413
3359,149.7,46.42,4.0075,24.28,25.4,4.1445
3360,149.74,46.35,4.0059,24.04,25.4,4.1492
3361,149.78,46.25,3.9964,24.51,25.4,4.1429
3362,149.83,46.2,3.9964,24.28,25.4,4.1476
3363,149.87,46.13,3.9805,24.36,25.4,4.1508
3364,149.92,46.13,4.0028,24.36,25.4,4.1508
3365,149.96,45.91,4.0028,24.12,25.4,4.1476
3366,150.02,45.89,3.9821,24.12,25.4,4.1476
3367,150.06,45.59,3.9868,24.12,25.4,4.1461
3368,150.11,44.98,3.9805,24.28,25.4,4.1445
3369,150.15,44.98,3.9852,24.2,25.4,4.1429
3370,150.19,44.88,3.9868,24.43,25.4,4.1461
3371,150.23,44.66,3.9836,24.28,25.4,4.1492
3372,150.28,44.91,3.9821,24.51,25.4,4.1476
3373,150.32,45.23,4.0075,24.36,25.3,4.1429
3374,150.36,45.35,4.0043,24.36,25.4,4.1492
3375,150.41,45.49,4.0028,24.12,25.4,4.1492
3376,150.45,46.06,4.0075,24.28,25.4,4.1445
3377,150.49,46.62,4.0075,24.28,25.4,4.1476
3378,150.53,47.08,4.0091,24.36,25.4,4.1524
3379,150.57,47.45,4.0012,24.43,25.4,4.1524
3380,150.62,47.89,4.0075,24.59,25.4,4.1413
3381,150.66,48.25,3.9805,24.51,25.4,4.1461
3382,150.71,48.52,4.0043,24.28,25.4,4.1476
3383,150.75,48.69,3.9996,24.2,25.4,4.1461
3384,150.79,48.91,4.0075,24.12,25.4,4.1492
3385,150.83,48.94,4.0012,24.2,25.4,4.1508
3386,150.87,49.08,4.0059,24.43,25.4,4.1445
3387,150.92,49.3,4.0043,24.36,25.4,4.1492
3388,150.96,49.38,4.0012,24.2,25.4,4.1445
3389,151.01,49.47,4.0043,24.51,25.4,4.1397
3390,151.05,49.45,3.9836,24.36,25.4,4.1476
3391,151.09,49.43,4.0091,24.28,25.4,4.1492
3392,151.13,49.38,4.0043,24.36,25.4,4.1445
3393,151.17,49.43,4.0091,24.12,25.4,4.1476
3394,151.22,49.38,4.0075,24.04,25.4,4.1445
3395,151.26,49.4,4.0059,24.2,25.4,4.1445
3396,151.3,49.45,4.0012,23.96,25.4,4.1461
3397,151.34,49.4,4.0012,24.36,25.4,4.1461
3398,151.39,49.45,3.9757,24.04,25.4,4.1429
3399,151.43,49.45,4.0075,24.36,25.4,4.1445
3400,151.47,49.38,4.0091,24.12,25.4,4.1492
3401,151.52,49.43,4.0075,24.28,25.4,4.1445
3402,151.56,49.47,4.0107,24.2,25.4,4.1476
3403,151.6,49.45,4.0043,24.2,25.4,4.1461
3404,151.64,49.43,4.0028,24.28,25.4,4.1476
3405,151.68,49.47,4.0075,24.36,25.4,4.1445
3406,151.73,49.47,4.0043,24.36,25.4,4.1445
3407,151.77,49.45,3.9836,24.43,25.4,4.1445
3408,151.82,49.52,3.998,24.36,25.4,4.1492
3409,151.86,49.5,4.0091,24.36,25.4,4.1461
3410,151.9,49.47,4.0012,24.28,25.4,4.1492
3411,151.94,49.5,4.0059,24.2,25.4,4.1476
3412,151.98,49.5,4.0012,24.36,25.4,4.1476
3413,152.03,49.57,3.9996,24.28,25.4,4.1445
3414,152.07,49.47,4.0075,24.28,25.4,4.1492
3415,152.11,49.5,3.9996,24.2,25.4,4.1429
3416,152.16,49.45,3.9836,24.28,25.4,4.1476
3417,152.2,49.47,4.0075,24.36,25.4,4.1461
3418,152.24,49.4,4.0075,24.36,25.3,4.1492
3419,152.28,49.45,4.0059,24.36,25.4,4.1524
3420,152.33,49.4,4.0043,24.28,25.4,4.1413
3421,152.37,49.4,4.0043,24.43,25.4,4.1476
3422,152.41,49.43,4.0091,24.2,25.4,4.1461
3423,152.45,49.5,4.0059,24.2,25.4,4.1476
3424,152.49,49.62,4.0043,24.12,25.4,4.1461
3425,152.54,49.67,3.9821,24.59,25.3,4.1476
3426,152.58,49.67,4.0059,24.2,25.4,4.1461
3427,152.63,49.65,4.0075,24.12,25.4,4.1492
3428,152.67,49.72,4.0059,24.36,25.4,4.1461
3429,152.71,49.74,4.0075,24.36,25.4,4.1492
3430,152.75,49.84,4.0075,24.43,25.4,4.1476
3431,152.79,49.84,4.0043,24.2,25.4,4.1492
3432,152.84,49.79,4.0028,24.2,25.3,4.1476
3433,152.88,49.89,4.0091,24.28,25.3,4.1413
3434,152.93,49.87,3.9773,24.12,25.3,4.1461
3435,152.97,49.91,4.0012,24.36,25.3,4.1429
3436,153.01,49.91,4.0012,24.28,25.3,4.1461
3437,153.05,49.91,4.0075,24.43,25.3,4.1476
3438,153.09,49.91,3.9996,24.28,25.3,4.1492
3439,153.14,49.91,3.9996,24.28,25.3,4.1476
3440,153.18,49.96,4.0091,24.36,25.3,4.1524
3441,153.22,49.96,4.0075,24.28,25.4,4.1413
3442,153.27,49.94,4.0075,24.04,25.4,4.1413
3443,153.31,49.99,3.9789,24.04,25.3,4.1476
3444,153.35,49.84,4.0075,24.36,25.3,4.1508
3445,153.39,49.99,3.9996,24.12,25.3,4.1461
3446,153.44,49.96,4.0059,24.2,25.3,4.1461
3447,153.48,49.94,4.0091,24.28,25.4,4.1476
3448,153.52,49.99,4.0059,24.28,25.3,4.1492
3449,153.56,49.94,4.0091,24.04,25.3,4.1476
3450,153.6,49.96,3.998,24.28,25.4,4.1492
3451,153.65,49.94,3.9836,23.96,25.4,4.1461
3452,153.69,49.94,4.0012,24.28,25.3,4.1476
3453,153.74,49.94,4.0059,24.51,25.3,4.1492
3454,153.78,49.94,4.0059,24.51,25.3,4.1476
3455,153.82,49.96,4.0091,24.2,25.3,4.1492
3456,153.86,49.89,4.0075,24.36,25.3,4.1508
3457,153.9,49.99,4.0028,24.36,25.3,4.1445
3458,153.95,49.94,4.0059,24.28,25.3,4.1445
3459,153.99,49.91,3.9996,24.28,25.3,4.1461
3460,154.06,49.94,3.9821,24.04,25.3,4.1476
3461,154.1,49.89,3.9852,24.36,25.3,4.1461
3462,154.14,49.91,3.9789,24.51,25.3,4.1461
3463,154.18,49.94,3.9836,24.2,25.3,4.1413
3464,154.23,49.89,3.9836,24.36,25.3,4.1445
3465,154.27,50.01,3.9868,24.36,25.3,4.1476
3466,154.31,50.01,3.9821,24.2,25.3,4.1445
3467,154.35,49.91,3.9821,24.36,25.3,4.1476
3468,154.39,49.94,3.9884,24.2,25.3,4.1429
3469,154.46,49.96,3.9836,24.2,25.3,4.1413
3470,154.5,49.96,3.9996,24.12,25.3,4.1476
3471,154.54,49.94,4.0012,24.43,25.3,4.1445
3472,154.58,49.91,4.0059,24.43,25.3,4.1476
3473,154.62,49.96,4.0059,24.28,25.3,4.1476
3474,154.67,49.91,4.0012,23.96,25.3,4.1445
3475,154.71,49.96,3.9996,24.04,25.3,4.1476
3476,154.75,49.96,4.0028,24.2,25.3,4.1445
3477,154.79,49.91,4.0043,24.36,25.3,4.1397
3478,154.84,49.91,3.9852,24.28,25.3,4.1476
3479,154.88,49.96,4.0075,24.43,25.3,4.1461
3480,154.92,49.94,4.0059,24.43,25.3,4.1429
3481,154.97,49.94,4.0028,24.28,25.3,4.1461
3482,155.01,49.87,4.0028,24.28,25.3,4.1476
3483,155.05,49.96,4.0043,24.12,25.3,4.1476
3484,155.09,49.94,4.0043,24.43,25.3,4.1508
3485,155.13,49.96,4.0043,24.12,25.3,4.1476
3486,155.18,49.96,4.0075,24.2,25.3,4.1429
3487,155.22,49.87,3.9836,24.12,25.3,4.1492
3488,155.27,49.89,4.0059,24.28,25.3,4.1461
3489,155.31,49.91,4.0043,24.28,25.3,4.1429
3490,155.35,49.96,4.0043,24.12,25.3,4.1476
3491,155.39,49.91,4.0091,24.28,25.3,4.1461
3492,155.43,49.94,4.0059,24.51,25.3,4.1492
3493,155.48,49.89,4.0059,24.28,25.3,4.1461
3494,155.52,49.94,3.9996,24.28,25.3,4.1492
3495,155.57,49.94,3.9789,23.96,25.3,4.1461
3496,155.61,49.94,4.0059,24.36,25.3,4.1461
3497,155.65,49.87,4.0059,24.59,25.3,4.1476
3498,155.69,49.87,4.0012,24.36,25.3,4.1476
3499,155.73,49.91,4.0059,24.36,25.3,4.1445
3500,155.78,49.79,4.0028,24.36,25.3,4.1461
3501,155.82,49.82,4.0059,24.36,25.3,4.1492
3502,155.86,49.74,4.0012,24.28,25.3,4.1508
3503,155.9,49.72,4.0043,24.28,25.3,4.1413
3504,155.95,49.82,3.9836,24.2,25.3,4.1492
3505,155.99,49.79,4.0012,24.28,25.3,4.1429
3506,156.03,49.84,4.0075,24.2,25.3,4.1476
3507,156.08,49.77,4.0059,24.28,25.3,4.1476
3508,156.12,49.94,4.0043,24.43,25.3,4.1476
3509,156.16,49.89,4.0075,24.12,25.3,4.1476
